state_code,state,lat_centroid,lon_centroid,population_2010,population_2019,gdp per capita (2017),user_count,spatial_diversity_romance_0.99,social_diversity_romance_0.99,spatial_diversity_identity_0.99,social_diversity_identity_0.99,spatial_diversity_trust_0.99,social_diversity_trust_0.99,spatial_diversity_status_0.99,social_diversity_status_0.99,spatial_diversity_fun_0.99,social_diversity_fun_0.99,spatial_diversity_similarity_0.99,social_diversity_similarity_0.99,spatial_diversity_power_0.99,social_diversity_power_0.99,spatial_diversity_conflict_0.99,social_diversity_conflict_0.99,spatial_diversity_knowledge_0.99,social_diversity_knowledge_0.99,spatial_diversity_support_0.99,social_diversity_support_0.99,spatial_diversity_romance_0.95,social_diversity_romance_0.95,spatial_diversity_identity_0.95,social_diversity_identity_0.95,spatial_diversity_trust_0.95,social_diversity_trust_0.95,spatial_diversity_status_0.95,social_diversity_status_0.95,spatial_diversity_fun_0.95,social_diversity_fun_0.95,spatial_diversity_similarity_0.95,social_diversity_similarity_0.95,spatial_diversity_power_0.95,social_diversity_power_0.95,spatial_diversity_conflict_0.95,social_diversity_conflict_0.95,spatial_diversity_knowledge_0.95,social_diversity_knowledge_0.95,spatial_diversity_support_0.95,social_diversity_support_0.95,spatial_diversity_romance_0.9,social_diversity_romance_0.9,spatial_diversity_identity_0.9,social_diversity_identity_0.9,spatial_diversity_trust_0.9,social_diversity_trust_0.9,spatial_diversity_status_0.9,social_diversity_status_0.9,spatial_diversity_fun_0.9,social_diversity_fun_0.9,spatial_diversity_similarity_0.9,social_diversity_similarity_0.9,spatial_diversity_power_0.9,social_diversity_power_0.9,spatial_diversity_conflict_0.9,social_diversity_conflict_0.9,spatial_diversity_knowledge_0.9,social_diversity_knowledge_0.9,spatial_diversity_support_0.9,social_diversity_support_0.9,spatial_diversity_romance_0.85,social_diversity_romance_0.85,spatial_diversity_identity_0.85,social_diversity_identity_0.85,spatial_diversity_trust_0.85,social_diversity_trust_0.85,spatial_diversity_status_0.85,social_diversity_status_0.85,spatial_diversity_fun_0.85,social_diversity_fun_0.85,spatial_diversity_similarity_0.85,social_diversity_similarity_0.85,spatial_diversity_power_0.85,social_diversity_power_0.85,spatial_diversity_conflict_0.85,social_diversity_conflict_0.85,spatial_diversity_knowledge_0.85,social_diversity_knowledge_0.85,spatial_diversity_support_0.85,social_diversity_support_0.85,spatial_diversity_romance_0.8,social_diversity_romance_0.8,spatial_diversity_identity_0.8,social_diversity_identity_0.8,spatial_diversity_trust_0.8,social_diversity_trust_0.8,spatial_diversity_status_0.8,social_diversity_status_0.8,spatial_diversity_fun_0.8,social_diversity_fun_0.8,spatial_diversity_similarity_0.8,social_diversity_similarity_0.8,spatial_diversity_power_0.8,social_diversity_power_0.8,spatial_diversity_conflict_0.8,social_diversity_conflict_0.8,spatial_diversity_knowledge_0.8,social_diversity_knowledge_0.8,spatial_diversity_support_0.8,social_diversity_support_0.8,spatial_diversity_romance_0.75,social_diversity_romance_0.75,spatial_diversity_identity_0.75,social_diversity_identity_0.75,spatial_diversity_trust_0.75,social_diversity_trust_0.75,spatial_diversity_status_0.75,social_diversity_status_0.75,spatial_diversity_fun_0.75,social_diversity_fun_0.75,spatial_diversity_similarity_0.75,social_diversity_similarity_0.75,spatial_diversity_power_0.75,social_diversity_power_0.75,spatial_diversity_conflict_0.75,social_diversity_conflict_0.75,spatial_diversity_knowledge_0.75,social_diversity_knowledge_0.75,spatial_diversity_support_0.75,social_diversity_support_0.75,spatial_diversity_romance_0.5,social_diversity_romance_0.5,spatial_diversity_identity_0.5,social_diversity_identity_0.5,spatial_diversity_trust_0.5,social_diversity_trust_0.5,spatial_diversity_status_0.5,social_diversity_status_0.5,spatial_diversity_fun_0.5,social_diversity_fun_0.5,spatial_diversity_similarity_0.5,social_diversity_similarity_0.5,spatial_diversity_power_0.5,social_diversity_power_0.5,spatial_diversity_conflict_0.5,social_diversity_conflict_0.5,spatial_diversity_knowledge_0.5,social_diversity_knowledge_0.5,spatial_diversity_support_0.5,social_diversity_support_0.5,diversity_social_all_minstrength_1,diversity_social_all_minstrength_2,diversity_social_all_minstrength_3,diversity_social_all_minstrength_4,diversity_social_all_minstrength_5,diversity_spatial_all_minstrength_1,diversity_spatial_all_minstrength_2,diversity_spatial_all_minstrength_3,diversity_spatial_all_minstrength_4,diversity_spatial_all_minstrength_5
CT,Connecticut,41.597782,-72.755371,3574097,3565287,63747,5757,0.01179633,0.011403283,0.009824563,0.009447087,0.011964289,0.011047631,0.009585612,0.011976565,0.012011769,0.011532407,0.011219697,0.010855331,0.00925308,0.010809155,0.010803159,0.010628491,0.009674468,0.009510971,0.009801757,0.011030491,0.067465423,0.083452016,0.048082613,0.055538852,0.059848168,0.069188169,0.058160116,0.078377993,0.060393184,0.068779595,0.054527138,0.065055625,0.045304476,0.056909501,0.045300966,0.053068505,0.048317669,0.057463779,0.057441565,0.073579174,0.114285762,0.159170487,0.08703445,0.110261044,0.106264941,0.140220071,0.111523835,0.16116751,0.110107949,0.145325134,0.097773447,0.130131469,0.093344409,0.125555967,0.081607275,0.104008314,0.081962784,0.109739168,0.10577105,0.147075395,0.151282945,0.226426953,0.119101971,0.162277226,0.144477816,0.207503163,0.149568457,0.232083876,0.148166793,0.215174409,0.132922289,0.189924181,0.132290909,0.191697669,0.113009867,0.153702437,0.108216868,0.155475326,0.145027989,0.216900221,0.181799506,0.287439665,0.148277109,0.214415147,0.174699743,0.267953417,0.177219966,0.285351647,0.179099084,0.278379725,0.164853832,0.24786608,0.163662487,0.253077734,0.139981165,0.200665948,0.133073552,0.201968293,0.174063621,0.274536188,0.207162304,0.342895017,0.1736182,0.263188401,0.197653138,0.319682178,0.199171873,0.332375494,0.205219242,0.33648112,0.195037573,0.309117716,0.188869986,0.305911489,0.165696364,0.24805364,0.157090031,0.249144996,0.198552076,0.328308799,0.28718695,0.541592698,0.261940856,0.474458182,0.278077098,0.519356327,0.280022811,0.529945935,0.287301484,0.541030888,0.283455737,0.537483076,0.272908509,0.507579119,0.260724384,0.466795562,0.247166896,0.449264997,0.278086681,0.525175357,0.794357334,0.697314244,0.60243761,0.530932797,0.459484145,0.362400553,0.275632997,0.206908661,0.163862623,0.134840634
DC,Washington DC,38.897438,-77.026817,601723,705749,159227,6072,0.010198926,0.009951796,0.013552479,0.013729815,0.009919518,0.008930491,0.008579758,0.010659452,0.011246605,0.010885903,0.012974167,0.013440762,0.011986381,0.012947725,0.011247265,0.011362232,0.01202382,0.01225523,0.008892629,0.009869162,0.051724195,0.063266363,0.055097546,0.066632153,0.051858961,0.060393317,0.050954966,0.069749019,0.054171968,0.064322599,0.058137295,0.073433776,0.050916296,0.064097546,0.047104973,0.055837046,0.055149434,0.069684781,0.051894784,0.066838125,0.090987511,0.123723395,0.090754749,0.120849293,0.090950014,0.120749298,0.094954039,0.137407263,0.093475037,0.125032158,0.097051403,0.136535663,0.089061351,0.122759965,0.081222814,0.105955359,0.089687014,0.12678271,0.093324745,0.132695139,0.12298559,0.181100583,0.119671392,0.171429713,0.121929437,0.17617542,0.124770665,0.192738445,0.124515398,0.181319916,0.12618428,0.189542863,0.120861221,0.177975364,0.107280424,0.148926699,0.115522292,0.17601179,0.12443541,0.188318963,0.149757099,0.234831187,0.143921695,0.217118727,0.148261984,0.230458966,0.150394461,0.243408715,0.149907629,0.233538404,0.151174114,0.236849748,0.146112529,0.227575956,0.130958482,0.190149969,0.138668393,0.221901982,0.150380966,0.240628615,0.171419903,0.281888062,0.165722026,0.263443322,0.169186863,0.27451223,0.171653103,0.288331143,0.171273874,0.281587477,0.174174925,0.285375806,0.167832776,0.273366109,0.152217745,0.231273004,0.160380843,0.267241608,0.171323074,0.286187404,0.251700299,0.484129123,0.242203791,0.452088423,0.242488302,0.462771341,0.245115624,0.473097514,0.24799059,0.474713206,0.25021463,0.481350378,0.244325793,0.466139251,0.232654698,0.424086395,0.236838694,0.457042224,0.243594619,0.469778637,0.758057854,0.683652115,0.584930222,0.52638423,0.487393181,0.330075382,0.260172576,0.199464729,0.164330213,0.139509898
RI,Rhode Island,41.680893,-71.51178,1052567,1059361,47118,1565,0.011455442,0.01173983,0.006870996,0.006715316,0.010936258,0.010341794,0.010184299,0.012296116,0.010184135,0.009649048,0.008293466,0.00786858,0.007956796,0.008358662,0.008785315,0.008932665,0.008844771,0.00862434,0.010750723,0.012290562,0.05980567,0.076765416,0.042610033,0.0465333,0.057602838,0.064886005,0.060506055,0.081852069,0.057939916,0.066959828,0.050171966,0.058799191,0.038667127,0.044889979,0.036484345,0.040864689,0.042957213,0.049967515,0.056271448,0.07116797,0.10710527,0.151719393,0.080428238,0.098037735,0.101739188,0.131315959,0.108112242,0.159521185,0.106484625,0.140975418,0.088942004,0.114911919,0.083788707,0.107405293,0.071938376,0.088480863,0.074972733,0.097241627,0.104221568,0.141912925,0.147423905,0.225258525,0.114282759,0.153504624,0.13905185,0.199345227,0.145582749,0.229220053,0.145611472,0.215320142,0.123303899,0.169504461,0.122122538,0.168870296,0.10117482,0.132309136,0.099563804,0.139307482,0.142477193,0.210590281,0.176584613,0.284817225,0.143518365,0.208023931,0.168537584,0.257705235,0.175465486,0.288786203,0.177256608,0.279775401,0.156342799,0.226487233,0.15456729,0.229736754,0.128640951,0.178412487,0.122777204,0.179209074,0.172413694,0.273860025,0.201093,0.335294606,0.16785105,0.254333221,0.194036641,0.314968786,0.199520341,0.34175647,0.201319497,0.332863025,0.184368397,0.287498096,0.179691628,0.28129287,0.153765296,0.22272034,0.144993435,0.221897062,0.19754881,0.330562828,0.279820068,0.53305997,0.255947049,0.460272752,0.27236279,0.50920698,0.275632045,0.525386227,0.280308612,0.532708171,0.276504135,0.516479007,0.264401759,0.488937267,0.247797804,0.437636773,0.233725933,0.415858353,0.275797514,0.525044142,0.78037285,0.684239677,0.563849164,0.49099014,0.449584659,0.356086192,0.270093461,0.198903269,0.155514903,0.134438418
OK,Oklahoma,35.565342,-96.928917,3751351,3956971,45864,5655,0.010907463,0.010626871,0.008516284,0.008470426,0.010576831,0.010056099,0.008919504,0.011149248,0.010739816,0.010895931,0.009114283,0.008937981,0.007954019,0.008390199,0.010314969,0.010158531,0.007745123,0.008048757,0.010011149,0.010923054,0.056598175,0.071220608,0.044928885,0.053716829,0.057624842,0.069696354,0.057138949,0.079057087,0.057101572,0.06782246,0.051759945,0.063433126,0.03830997,0.047072632,0.042785629,0.051840981,0.044558362,0.054183169,0.056229644,0.073752691,0.09947579,0.140163878,0.083922392,0.110892554,0.102018458,0.141086736,0.10189702,0.150286193,0.10094395,0.137110058,0.092787072,0.126671059,0.078497996,0.105637629,0.077130571,0.102167177,0.0749704,0.099985728,0.101273573,0.144981894,0.134811645,0.20509563,0.117269224,0.166162475,0.137296482,0.205253475,0.13571269,0.21165182,0.134428764,0.19806305,0.128180065,0.187673538,0.115376254,0.170231472,0.107354668,0.150792682,0.099770387,0.143687652,0.136806498,0.21046944,0.163439008,0.26225776,0.144914245,0.219346515,0.166166036,0.266419452,0.164017381,0.269942169,0.162103308,0.255133287,0.157336409,0.244065527,0.145462575,0.226885079,0.133902888,0.197956124,0.122692421,0.185410785,0.165272654,0.269027356,0.187242136,0.31325784,0.167151184,0.264617039,0.189077292,0.317832584,0.188447201,0.321815319,0.18653467,0.308335798,0.185204924,0.304327625,0.171127355,0.281411946,0.157212956,0.241826249,0.144183561,0.226749535,0.188024406,0.318589372,0.270976923,0.523730732,0.254052716,0.477881949,0.268618115,0.52094441,0.267064795,0.521117443,0.269838028,0.515753229,0.273888631,0.532853837,0.258272892,0.494139753,0.248388391,0.456093651,0.231794528,0.426462507,0.268782134,0.523226525,0.791708713,0.697925839,0.576394765,0.518983299,0.447500141,0.350726938,0.261439647,0.18892397,0.151491864,0.123310138
KS,Kansas,38.5266,-96.726486,2853118,2913314,46890,2660,0.009144903,0.008930214,0.007825841,0.007600717,0.009205613,0.009078677,0.006080498,0.00797337,0.009877072,0.009584897,0.010580534,0.01046692,0.00801068,0.007443009,0.008942151,0.008468026,0.00942811,0.009008374,0.008075192,0.009993723,0.051276038,0.062757834,0.043583797,0.049366096,0.050721517,0.060278339,0.048056142,0.064949103,0.050321683,0.059867754,0.048139935,0.057992369,0.037265218,0.042641898,0.039133685,0.044635136,0.044709551,0.052972595,0.050061138,0.06505744,0.092975266,0.132394458,0.078692595,0.099977774,0.091308291,0.1225072,0.093239334,0.133861912,0.093638968,0.125815744,0.087482814,0.11721863,0.074373525,0.095970373,0.072236219,0.090554047,0.073516515,0.097062419,0.09261719,0.130936661,0.127663821,0.193704387,0.107995247,0.148144324,0.125773074,0.182453487,0.126485898,0.194449059,0.12674277,0.183904584,0.121466511,0.178480986,0.109657122,0.157293374,0.100446882,0.135276058,0.097969942,0.138373544,0.127042965,0.192696361,0.155426356,0.247576637,0.134897418,0.196882762,0.153458684,0.239938209,0.15228673,0.244243296,0.155049577,0.240602948,0.149609065,0.229868267,0.136748596,0.20802405,0.124652379,0.177114565,0.121300714,0.180523407,0.153335167,0.243444285,0.178309524,0.293514639,0.158096378,0.245535053,0.177061207,0.291485892,0.17400254,0.29140222,0.177697177,0.289562486,0.176233353,0.284869816,0.160867837,0.259104061,0.147725216,0.22216127,0.144575485,0.228547383,0.176033961,0.290901478,0.25954435,0.492163843,0.242918064,0.449495543,0.254080837,0.486382673,0.252561567,0.483807669,0.259203403,0.494443325,0.260653406,0.494984433,0.245990272,0.458971969,0.237138232,0.429569758,0.227346025,0.411413029,0.254327626,0.485342893,0.75641554,0.662780735,0.588054088,0.514521565,0.443598026,0.339768662,0.259827731,0.200404897,0.160577942,0.129834825
ND,North Dakota,47.528912,-99.784012,672591,762062,67305,1074,0.010257104,0.009785133,0.011344466,0.01071833,0.011640456,0.01118077,0.008590418,0.009873913,0.010352384,0.010764572,0.009823437,0.009535699,0.00885135,0.008505176,0.009637983,0.00852688,0.007899455,0.007613675,0.009524641,0.010789977,0.052745758,0.062823264,0.047029244,0.052837451,0.054159613,0.063968788,0.04854512,0.062729246,0.05393695,0.061734923,0.049176727,0.058679537,0.043264526,0.051509621,0.038089587,0.04259976,0.042762025,0.048571489,0.053028385,0.066657176,0.091046282,0.124365404,0.080212311,0.099806489,0.091240454,0.117422643,0.092328604,0.135062921,0.094044486,0.124610221,0.087896495,0.115910033,0.080635654,0.107343207,0.0690432,0.084678867,0.075967009,0.098791018,0.093820788,0.130823631,0.123304421,0.181272077,0.110804568,0.150692159,0.12630977,0.180616505,0.121849107,0.185900762,0.125012818,0.181698165,0.120935825,0.174764388,0.113172184,0.166616413,0.098060231,0.130465132,0.099859439,0.139375919,0.129053233,0.193937406,0.151215773,0.237748435,0.136304224,0.198571009,0.151874283,0.231336487,0.149865108,0.239839146,0.150276091,0.230908849,0.149121862,0.228806221,0.141150208,0.218786537,0.12327773,0.174891558,0.121999883,0.180279505,0.152385912,0.242188825,0.173339386,0.283825762,0.157916316,0.244374301,0.173825545,0.277996675,0.174941551,0.291919747,0.174867323,0.284683157,0.173109366,0.27664159,0.163792661,0.265099118,0.14689893,0.22033905,0.144606047,0.227242162,0.173181913,0.290034492,0.255671085,0.484711535,0.231707079,0.42838174,0.249422959,0.4778836,0.250738107,0.486044181,0.256043815,0.487868553,0.253961881,0.486831108,0.240421434,0.458291723,0.234197158,0.433324228,0.227773833,0.425589381,0.254926807,0.499002512,0.772787478,0.687693772,0.590342885,0.526569431,0.459978668,0.337264172,0.261711648,0.198287658,0.161654777,0.127499029
KY,Kentucky,37.66814,-84.670067,4339367,4467673,38603,7103,0.009138604,0.009058695,0.008181427,0.008805192,0.009128163,0.009085435,0.007726465,0.009939963,0.008973781,0.009291785,0.008969058,0.00919759,0.00633595,0.007248525,0.008638607,0.009519601,0.007550466,0.007532821,0.008719644,0.010101043,0.05263328,0.065902213,0.043113516,0.052833085,0.052698462,0.06555501,0.049247221,0.069247378,0.049487581,0.059887502,0.047958684,0.061629614,0.034956975,0.044192253,0.038462116,0.048188725,0.04008331,0.049747089,0.050666684,0.068723881,0.092949759,0.131282684,0.078024912,0.105623514,0.095000736,0.1332195,0.093763847,0.140792435,0.090054025,0.125197373,0.086753486,0.125092178,0.074134205,0.102718996,0.070220784,0.095221127,0.070682847,0.098577272,0.091660059,0.135651204,0.126297163,0.192557799,0.106869924,0.155210577,0.127366987,0.196754677,0.125265675,0.200426279,0.12294721,0.187198544,0.120089444,0.186007117,0.10917734,0.163632157,0.097564564,0.140244397,0.095411628,0.144779933,0.12504503,0.198448678,0.152635145,0.248386335,0.132247787,0.204086864,0.153535384,0.252378946,0.151639314,0.25369058,0.149743841,0.241987909,0.148527307,0.24196476,0.136210677,0.216672833,0.120968095,0.183639693,0.117622826,0.189383402,0.151995617,0.254308945,0.174402733,0.296939203,0.154841539,0.250316728,0.17431739,0.299767857,0.173520888,0.301092408,0.172186162,0.292217272,0.172575848,0.2942014,0.160585844,0.267946056,0.142597897,0.227095805,0.138454162,0.23407669,0.173718113,0.303118143,0.250721526,0.497423604,0.236914572,0.457585355,0.247249039,0.49187352,0.247573475,0.496576907,0.251198653,0.500361563,0.253820964,0.512000494,0.239322587,0.46972538,0.228839345,0.432615506,0.220004843,0.428440448,0.247514706,0.497227459,0.773929311,0.686741807,0.585864712,0.524056393,0.468409221,0.327320626,0.248519232,0.187958934,0.151522082,0.122701049
NE,Nebraska,41.12537,-98.268082,1826341,1934408,52878,4788,0.008948669,0.009307234,0.007096057,0.006907266,0.008265018,0.008800896,0.008264262,0.010680864,0.008057944,0.008099752,0.009186879,0.009158114,0.007319028,0.008010539,0.007197384,0.008155938,0.007633705,0.007467277,0.008027037,0.00972779,0.050911646,0.06694947,0.038633655,0.045499706,0.05007507,0.064698053,0.048911909,0.070437449,0.048638846,0.060054783,0.046317273,0.059506004,0.037119704,0.04649373,0.034562487,0.043730504,0.040075287,0.049582588,0.04837212,0.067391976,0.089736083,0.131551803,0.071854179,0.095173637,0.091341405,0.131281564,0.091678727,0.140999733,0.088429599,0.125102425,0.082057449,0.118031052,0.074000305,0.104084293,0.064773285,0.087994527,0.068438546,0.095866751,0.087666281,0.131636005,0.120647791,0.190939896,0.100613802,0.144352017,0.122757505,0.191684938,0.122205732,0.201453807,0.120914949,0.186844453,0.115706831,0.179068983,0.106683648,0.163499857,0.091955123,0.13309427,0.091162005,0.13975281,0.120530114,0.194425587,0.146923138,0.2467808,0.124711297,0.190597005,0.148481228,0.249527733,0.147626971,0.252531017,0.145051591,0.238880926,0.142775772,0.232765196,0.131855017,0.214348742,0.115991538,0.176193094,0.111774571,0.181105093,0.14618234,0.249746696,0.167309256,0.292740358,0.145772389,0.233848483,0.167972124,0.294571815,0.167287261,0.29758792,0.167628834,0.291366292,0.16801201,0.287567846,0.15415685,0.263511129,0.137851567,0.219427257,0.132024608,0.22437905,0.166816412,0.29678796,0.243273157,0.493005361,0.224420879,0.43392469,0.240563414,0.489262596,0.239182632,0.490267389,0.244387511,0.497150506,0.244644552,0.495752649,0.23230261,0.466918896,0.221793868,0.421739225,0.21034003,0.413822496,0.240060691,0.495070763,0.761273407,0.673896731,0.566309034,0.50336348,0.46842243,0.317360837,0.237758118,0.175431414,0.142208668,0.11947499
AK,Alaska,61.370716,-152.404419,710231,731545,67705,3449,0.008705443,0.008369809,0.007106285,0.00729279,0.007639825,0.007545015,0.0096637,0.01295873,0.008823019,0.008608685,0.007692053,0.007668328,0.005755305,0.006375571,0.007352767,0.007604693,0.007495789,0.007517834,0.008904825,0.011030775,0.049782051,0.062531022,0.039775333,0.046753973,0.046682182,0.055539321,0.051854889,0.077941215,0.044979104,0.054067866,0.04494513,0.056026175,0.035986611,0.045861474,0.034491441,0.040400123,0.042573138,0.052614306,0.048058043,0.068056735,0.089293788,0.126957533,0.076360688,0.099782521,0.08822736,0.119307316,0.0932872,0.144683148,0.088370397,0.120987288,0.081264175,0.11175965,0.075082384,0.103755085,0.066186728,0.084691314,0.073060521,0.101168864,0.088342186,0.130359763,0.122195349,0.186133097,0.104815408,0.147806704,0.120526771,0.178610881,0.126733221,0.206864254,0.121808593,0.180424031,0.111389094,0.164190538,0.10884799,0.163849494,0.094452052,0.129719826,0.098549252,0.147515112,0.121559731,0.189629419,0.148573058,0.239086941,0.129979859,0.193403492,0.148447813,0.233892098,0.151399784,0.257654106,0.14782186,0.236143177,0.139944445,0.218536339,0.137052267,0.217814484,0.118380116,0.172022194,0.119136108,0.185220575,0.147712246,0.246200064,0.174254686,0.294167109,0.152084772,0.236993045,0.169828047,0.283081853,0.173335145,0.305222518,0.169505889,0.283019675,0.165484723,0.271583613,0.159935152,0.267425723,0.140111008,0.212374979,0.142472771,0.229993168,0.171241737,0.296710541,0.253688868,0.491612429,0.233852223,0.437337425,0.245439032,0.478448498,0.247162776,0.488628436,0.249782892,0.486377913,0.248862029,0.484368774,0.240665033,0.464691692,0.226101169,0.415568568,0.223791936,0.413542337,0.247057656,0.491018406,0.754001458,0.673220133,0.570388632,0.488542018,0.402462974,0.331617975,0.251189206,0.182283887,0.139190154,0.104381683
NH,New Hampshire,43.452492,-71.563896,1316470,1359711,50456,2183,0.009099707,0.009038406,0.01032879,0.009600044,0.007418567,0.006765457,0.007213262,0.008700241,0.009644694,0.009400825,0.010240812,0.00978659,0.01076424,0.010872124,0.010415356,0.010486058,0.009368391,0.008731975,0.008097974,0.008956619,0.057010711,0.07112755,0.047479104,0.05320276,0.051893562,0.059880369,0.049722529,0.066253013,0.051207784,0.06066197,0.049446102,0.057678432,0.046398367,0.055681073,0.043838474,0.051755622,0.050798668,0.060544145,0.051778423,0.065865076,0.098029973,0.136819219,0.080097116,0.100478454,0.097690681,0.129354644,0.099523982,0.142593118,0.093752598,0.12454576,0.091934915,0.120178516,0.087154131,0.115135748,0.077004445,0.097766639,0.083629689,0.112767389,0.096833718,0.132070516,0.13180611,0.197161808,0.110716522,0.149980075,0.1350701,0.19801278,0.133994582,0.203259728,0.130891382,0.190648201,0.127245265,0.17815732,0.12291971,0.176913125,0.10610353,0.141752331,0.109181372,0.158938933,0.131163315,0.193009555,0.160804526,0.254925433,0.139282368,0.20160563,0.161461766,0.253223017,0.162212467,0.259383908,0.158578914,0.246464071,0.158325084,0.233691635,0.150947245,0.231222607,0.130079603,0.184615918,0.130375381,0.197636611,0.159809389,0.251097709,0.185885185,0.306632017,0.164515441,0.252038865,0.182736514,0.297923486,0.183516677,0.304307278,0.181895792,0.296077033,0.185314048,0.288912489,0.174587892,0.278619858,0.153341756,0.226149202,0.153881949,0.24511717,0.183853709,0.303514759,0.272262019,0.512995011,0.251181241,0.450532962,0.263522747,0.490445648,0.266529688,0.501000093,0.271828979,0.510845324,0.270563974,0.50316622,0.259807366,0.480602765,0.24668864,0.439543182,0.241210162,0.437373057,0.265184316,0.496685804,0.782729784,0.680112981,0.533680383,0.503609035,0.451770227,0.357471641,0.27059118,0.19131479,0.162225558,0.137547892
MT,Montana,46.921925,-110.454353,989415,1068778,39686,1937,0.010343336,0.01004443,0.011278701,0.010272781,0.010184024,0.009562122,0.00904532,0.011252621,0.008792209,0.008514339,0.009794628,0.00946875,0.008145652,0.008083425,0.008162606,0.007579189,0.008903018,0.008813543,0.010021389,0.011210195,0.050508027,0.061369854,0.045438483,0.049075689,0.05296844,0.063007613,0.056232549,0.07789798,0.051045912,0.060565383,0.050797095,0.060488801,0.040264591,0.047910192,0.039215886,0.045839964,0.044564477,0.053094323,0.053488331,0.068339722,0.091704523,0.129306019,0.080061363,0.100350106,0.092880849,0.121994009,0.100290793,0.149388609,0.090707161,0.120853398,0.090324812,0.120782138,0.078444992,0.10167534,0.071715667,0.090822006,0.079968604,0.108561871,0.095961517,0.134992248,0.126958954,0.194135686,0.108084978,0.146001563,0.126985671,0.183353944,0.131993548,0.20692193,0.126872614,0.186511527,0.121089483,0.173191881,0.111932271,0.159327341,0.099937156,0.136031652,0.105069633,0.15352368,0.131944556,0.198958766,0.15725884,0.253527538,0.132493957,0.189732798,0.154982613,0.239228212,0.158990318,0.257153479,0.155100875,0.24812363,0.149299129,0.227515782,0.141768273,0.213570156,0.122756435,0.175101264,0.128014304,0.193497642,0.158297362,0.251722198,0.181361863,0.301196006,0.156785682,0.237194708,0.177937981,0.28773262,0.180598112,0.300967355,0.179213212,0.296412865,0.175520476,0.281541001,0.167110076,0.266701915,0.145631175,0.219103691,0.147945269,0.232964444,0.180593711,0.300586476,0.265039806,0.502043698,0.239773501,0.432258949,0.258271166,0.482214437,0.25902741,0.488206252,0.263447645,0.503020125,0.263319194,0.497246876,0.252979041,0.468890896,0.237611169,0.42722921,0.227597629,0.411423836,0.260646293,0.495652322,0.761876243,0.675634139,0.573915361,0.500859034,0.452299768,0.345068712,0.254396733,0.191419772,0.153382381,0.131233873
DE,Delaware,39.318523,-75.507141,897934,973764,64040,1676,0.008944599,0.008795778,0.007838307,0.007431764,0.006810769,0.006414021,0.00838316,0.009916421,0.008957095,0.0086616,0.008302126,0.008293062,0.007007026,0.007459672,0.004752361,0.004862743,0.007998068,0.008020762,0.007836189,0.009566065,0.053182096,0.068491279,0.036639302,0.042623385,0.049652556,0.062464904,0.048786079,0.066013317,0.046922413,0.05484684,0.043670509,0.051720521,0.033662023,0.044592289,0.030264023,0.035416085,0.040125813,0.050336316,0.047992477,0.064127155,0.093376559,0.135688627,0.07223627,0.094865107,0.09309207,0.130931977,0.093360646,0.142058464,0.087513923,0.120255738,0.077705026,0.103757163,0.075175325,0.106394601,0.060481208,0.080440495,0.065263333,0.090562536,0.088297684,0.131197658,0.128520521,0.200246623,0.10285174,0.147015306,0.126767096,0.193915137,0.128559488,0.206352612,0.12309179,0.188644943,0.107849082,0.159762857,0.111876527,0.172703881,0.089856873,0.12627696,0.087557803,0.131661392,0.123741217,0.194937634,0.158215507,0.261793708,0.127564219,0.193059153,0.154653844,0.250951144,0.154390141,0.257008268,0.153174357,0.24803302,0.137676991,0.216507328,0.140466764,0.228628918,0.117299728,0.170906953,0.109540774,0.173077576,0.152997838,0.253681868,0.181578955,0.313479497,0.151459019,0.241987099,0.178631999,0.303257621,0.178787481,0.308428525,0.177453209,0.303141925,0.166305048,0.274894505,0.165192441,0.280344458,0.141289014,0.215784408,0.130230122,0.213054638,0.1755766,0.300714214,0.260421236,0.516225786,0.233460062,0.434344193,0.256198815,0.502412284,0.257833241,0.504940333,0.259640016,0.516281565,0.255992385,0.504164165,0.249877048,0.486462071,0.234543967,0.438624442,0.215360707,0.40995758,0.259661193,0.513302651,0.773518367,0.6913203,0.580147789,0.493241624,0.437695992,0.336393843,0.254884724,0.188073225,0.144974464,0.120196731
