state_code,state,lat_centroid,lon_centroid,population_2010,population_2019,gdp per capita (2017),user_count,spatial_diversity_romance_0.99,social_diversity_romance_0.99,spatial_diversity_identity_0.99,social_diversity_identity_0.99,spatial_diversity_trust_0.99,social_diversity_trust_0.99,spatial_diversity_status_0.99,social_diversity_status_0.99,spatial_diversity_fun_0.99,social_diversity_fun_0.99,spatial_diversity_similarity_0.99,social_diversity_similarity_0.99,spatial_diversity_power_0.99,social_diversity_power_0.99,spatial_diversity_conflict_0.99,social_diversity_conflict_0.99,spatial_diversity_knowledge_0.99,social_diversity_knowledge_0.99,spatial_diversity_support_0.99,social_diversity_support_0.99,spatial_diversity_romance_0.95,social_diversity_romance_0.95,spatial_diversity_identity_0.95,social_diversity_identity_0.95,spatial_diversity_trust_0.95,social_diversity_trust_0.95,spatial_diversity_status_0.95,social_diversity_status_0.95,spatial_diversity_fun_0.95,social_diversity_fun_0.95,spatial_diversity_similarity_0.95,social_diversity_similarity_0.95,spatial_diversity_power_0.95,social_diversity_power_0.95,spatial_diversity_conflict_0.95,social_diversity_conflict_0.95,spatial_diversity_knowledge_0.95,social_diversity_knowledge_0.95,spatial_diversity_support_0.95,social_diversity_support_0.95,spatial_diversity_romance_0.9,social_diversity_romance_0.9,spatial_diversity_identity_0.9,social_diversity_identity_0.9,spatial_diversity_trust_0.9,social_diversity_trust_0.9,spatial_diversity_status_0.9,social_diversity_status_0.9,spatial_diversity_fun_0.9,social_diversity_fun_0.9,spatial_diversity_similarity_0.9,social_diversity_similarity_0.9,spatial_diversity_power_0.9,social_diversity_power_0.9,spatial_diversity_conflict_0.9,social_diversity_conflict_0.9,spatial_diversity_knowledge_0.9,social_diversity_knowledge_0.9,spatial_diversity_support_0.9,social_diversity_support_0.9,spatial_diversity_romance_0.85,social_diversity_romance_0.85,spatial_diversity_identity_0.85,social_diversity_identity_0.85,spatial_diversity_trust_0.85,social_diversity_trust_0.85,spatial_diversity_status_0.85,social_diversity_status_0.85,spatial_diversity_fun_0.85,social_diversity_fun_0.85,spatial_diversity_similarity_0.85,social_diversity_similarity_0.85,spatial_diversity_power_0.85,social_diversity_power_0.85,spatial_diversity_conflict_0.85,social_diversity_conflict_0.85,spatial_diversity_knowledge_0.85,social_diversity_knowledge_0.85,spatial_diversity_support_0.85,social_diversity_support_0.85,spatial_diversity_romance_0.8,social_diversity_romance_0.8,spatial_diversity_identity_0.8,social_diversity_identity_0.8,spatial_diversity_trust_0.8,social_diversity_trust_0.8,spatial_diversity_status_0.8,social_diversity_status_0.8,spatial_diversity_fun_0.8,social_diversity_fun_0.8,spatial_diversity_similarity_0.8,social_diversity_similarity_0.8,spatial_diversity_power_0.8,social_diversity_power_0.8,spatial_diversity_conflict_0.8,social_diversity_conflict_0.8,spatial_diversity_knowledge_0.8,social_diversity_knowledge_0.8,spatial_diversity_support_0.8,social_diversity_support_0.8,spatial_diversity_romance_0.75,social_diversity_romance_0.75,spatial_diversity_identity_0.75,social_diversity_identity_0.75,spatial_diversity_trust_0.75,social_diversity_trust_0.75,spatial_diversity_status_0.75,social_diversity_status_0.75,spatial_diversity_fun_0.75,social_diversity_fun_0.75,spatial_diversity_similarity_0.75,social_diversity_similarity_0.75,spatial_diversity_power_0.75,social_diversity_power_0.75,spatial_diversity_conflict_0.75,social_diversity_conflict_0.75,spatial_diversity_knowledge_0.75,social_diversity_knowledge_0.75,spatial_diversity_support_0.75,social_diversity_support_0.75,spatial_diversity_romance_0.5,social_diversity_romance_0.5,spatial_diversity_identity_0.5,social_diversity_identity_0.5,spatial_diversity_trust_0.5,social_diversity_trust_0.5,spatial_diversity_status_0.5,social_diversity_status_0.5,spatial_diversity_fun_0.5,social_diversity_fun_0.5,spatial_diversity_similarity_0.5,social_diversity_similarity_0.5,spatial_diversity_power_0.5,social_diversity_power_0.5,spatial_diversity_conflict_0.5,social_diversity_conflict_0.5,spatial_diversity_knowledge_0.5,social_diversity_knowledge_0.5,spatial_diversity_support_0.5,social_diversity_support_0.5,diversity_social_all_minstrength_1,diversity_social_all_minstrength_2,diversity_social_all_minstrength_3,diversity_social_all_minstrength_4,diversity_social_all_minstrength_5,diversity_spatial_all_minstrength_1,diversity_spatial_all_minstrength_2,diversity_spatial_all_minstrength_3,diversity_spatial_all_minstrength_4,diversity_spatial_all_minstrength_5
TX,Texas,31.054487,-97.563461,25145561,28995881,54421,57618,0.011443786,0.011841239,0.009653264,0.010204872,0.010278024,0.010883492,0.00888033,0.011354602,0.00988949,0.010274375,0.009656144,0.009921088,0.008520029,0.009735341,0.009685299,0.010931215,0.009135284,0.009506696,0.00930291,0.011184854,0.057796375,0.079381035,0.043580804,0.055143072,0.053408299,0.071179588,0.053186411,0.0797736,0.053021973,0.068021006,0.046978695,0.061113695,0.040077277,0.055084863,0.04067211,0.052912426,0.042424283,0.055089002,0.051984909,0.07546385,0.098508512,0.152480111,0.07776711,0.110594786,0.093661783,0.140573294,0.09793483,0.160139894,0.09478245,0.140815558,0.084043111,0.124500196,0.08080054,0.123324714,0.072547571,0.102437035,0.071304985,0.104334434,0.093550884,0.149595052,0.130452351,0.21825064,0.106131351,0.163642705,0.126628567,0.208552217,0.1298313,0.226376366,0.127078483,0.207823863,0.114882597,0.183966179,0.114650868,0.190442976,0.099994986,0.150119607,0.093680083,0.147683993,0.126108486,0.216637166,0.155844833,0.276316008,0.131480823,0.215914592,0.153132476,0.270419166,0.155220439,0.284423139,0.1529316,0.266562928,0.14196362,0.241102552,0.141610198,0.24920457,0.123823208,0.195909518,0.11479964,0.191310477,0.151580088,0.275006576,0.176785687,0.328061564,0.153410559,0.265116411,0.173574752,0.321265476,0.175495008,0.333407266,0.174065596,0.319397303,0.167605267,0.300306887,0.164028955,0.303200952,0.145232461,0.240821859,0.134870974,0.235285541,0.172962786,0.328465967,0.247488351,0.528209475,0.229359842,0.472520511,0.242707061,0.524593628,0.24334892,0.530458048,0.245394764,0.526696088,0.245504612,0.526401803,0.237155175,0.509613225,0.226376923,0.455819512,0.212128162,0.435358697,0.242896801,0.530839378,0.794239344,0.697881913,0.592993286,0.531013257,0.472801728,0.314843603,0.235993621,0.177538855,0.145457077,0.121551866
VA,Virginia,37.769337,-78.169968,8001024,8535519,51716,11961,0.01023209,0.011076117,0.00868198,0.009077373,0.009588119,0.01059998,0.00912603,0.012559498,0.010248267,0.011051993,0.010281286,0.010858661,0.008035787,0.008966937,0.008900855,0.009164755,0.009121981,0.009379236,0.008875522,0.011664595,0.054481925,0.071669079,0.042638088,0.052284212,0.052115827,0.066806214,0.053408814,0.078442797,0.052685008,0.066774468,0.049115349,0.063841664,0.039258894,0.050892834,0.03985854,0.049112518,0.044925566,0.056772928,0.051618247,0.072943056,0.095851841,0.140360409,0.07867561,0.105752297,0.093177654,0.132233447,0.099006978,0.154293817,0.09589644,0.137682815,0.089320414,0.130440998,0.080766493,0.11486213,0.07251975,0.097802882,0.07644293,0.108585885,0.094244448,0.142643149,0.130098645,0.205630375,0.107630759,0.155688878,0.127047222,0.196766288,0.131651362,0.216531274,0.130623634,0.204381064,0.122207063,0.190161518,0.115541426,0.177249697,0.100563977,0.143793369,0.10087363,0.154237998,0.128949669,0.207360636,0.158452478,0.264463891,0.133969714,0.205527422,0.155161977,0.25621908,0.158588518,0.272094768,0.158241173,0.263118626,0.150440072,0.245987875,0.143488415,0.233264842,0.125440894,0.188319972,0.122992949,0.198524732,0.155955046,0.264679084,0.181500626,0.316630834,0.157208491,0.25426421,0.176569303,0.303641336,0.180742217,0.32092349,0.180714148,0.316509763,0.177362949,0.30410687,0.167400201,0.284155762,0.14856438,0.233869654,0.144866342,0.244368768,0.177947691,0.314357491,0.259906146,0.520699282,0.239810078,0.459587854,0.253105031,0.506339208,0.254024517,0.512525617,0.258316143,0.520894799,0.259530033,0.521896668,0.246321245,0.486852104,0.235928088,0.446181303,0.227813808,0.443347687,0.253709479,0.513046524,0.785455908,0.6950099,0.594090415,0.527098289,0.468753063,0.334666249,0.254082844,0.188695766,0.151398793,0.123247098
WA,Washington,47.400902,-121.490494,6724540,7614893,55780,28004,0.01237445,0.012405753,0.013027863,0.014104095,0.011699311,0.01178104,0.010168037,0.012480207,0.012402504,0.012424315,0.013149226,0.013967151,0.010666844,0.013906005,0.01176508,0.01355439,0.012632945,0.013525382,0.01096579,0.012625405,0.057899497,0.072737209,0.053854877,0.067996901,0.058394545,0.072411201,0.056965467,0.080566537,0.059799321,0.07305653,0.058528375,0.07617491,0.049834084,0.069413978,0.048220715,0.063072865,0.055408817,0.072729283,0.057086522,0.077176058,0.098471543,0.139786291,0.092139097,0.127723485,0.101375122,0.141823917,0.102561246,0.156027583,0.101672715,0.141317018,0.099287904,0.144420813,0.091187365,0.134161341,0.082674232,0.116097186,0.090882833,0.134131804,0.100315851,0.148373233,0.132254,0.201536126,0.121957218,0.180459797,0.134070921,0.204005668,0.134052007,0.214782393,0.133300584,0.201090498,0.132361462,0.206125333,0.124254945,0.194013559,0.111190083,0.164427736,0.116717204,0.184604061,0.13263739,0.209037799,0.159468064,0.257669924,0.146941637,0.229375743,0.159865631,0.258447056,0.160617229,0.269585468,0.159585014,0.255524175,0.160025842,0.261342768,0.150924176,0.247461523,0.135829882,0.210441135,0.139930499,0.232593819,0.158615835,0.26335245,0.182096179,0.307934941,0.169336734,0.277491773,0.181327655,0.307007471,0.182643937,0.318148258,0.181835883,0.306169289,0.184270481,0.314422814,0.173745963,0.297664078,0.158343405,0.255173991,0.161628541,0.279834815,0.180316608,0.311163147,0.262294321,0.516287557,0.248453224,0.480498913,0.255272785,0.504661425,0.257615576,0.514962641,0.259757091,0.511844961,0.261184768,0.521022755,0.252899018,0.502857649,0.241136969,0.458006323,0.242114614,0.482505523,0.255653318,0.511409857,0.802801698,0.705958337,0.598503941,0.546837883,0.487785665,0.338783265,0.253652207,0.188329511,0.156533881,0.129017815
NM,New Mexico,34.840515,-106.248482,2059179,2096829,41577,2622,0.007978754,0.008107635,0.008381465,0.008389767,0.007078963,0.008142439,0.008972979,0.01324062,0.00791204,0.008715703,0.00771145,0.008153946,0.005697216,0.006609868,0.005604267,0.006213837,0.006869889,0.007769905,0.010182637,0.013776681,0.04662519,0.061592394,0.038658618,0.047807653,0.04749591,0.061161662,0.049863675,0.07786962,0.044828352,0.055129582,0.042133403,0.056452688,0.030934673,0.040834331,0.033206614,0.041358093,0.035810338,0.046845433,0.046472105,0.069324213,0.084218285,0.122797017,0.071697739,0.09869807,0.08424403,0.120569862,0.08810147,0.141886678,0.085081092,0.121036998,0.07462345,0.110801177,0.068720162,0.097101795,0.062134081,0.083748788,0.065957361,0.097317991,0.083695744,0.1319607,0.115401667,0.179966731,0.099057106,0.145667715,0.114573641,0.179663209,0.117870531,0.199343803,0.116378565,0.18214231,0.103927809,0.163782745,0.097277503,0.148724459,0.088425607,0.127391902,0.088582264,0.140293143,0.113757847,0.18932599,0.141382455,0.234113764,0.123886671,0.193819298,0.138694205,0.232419533,0.141304707,0.244647751,0.139711315,0.234045247,0.130472463,0.218204034,0.122492058,0.199101923,0.110834742,0.168622158,0.108213994,0.181149332,0.137510359,0.239160804,0.162546624,0.281766288,0.144067566,0.236787969,0.159064234,0.278106943,0.161428979,0.288520095,0.159845059,0.278899278,0.155184735,0.268742454,0.145695849,0.24890343,0.131242728,0.206974944,0.127051026,0.222516547,0.158284435,0.284914907,0.235091498,0.48041314,0.222062798,0.436458701,0.232054707,0.471059713,0.235323003,0.483244687,0.232205664,0.47574302,0.234910186,0.480439893,0.223776996,0.448985593,0.211145954,0.401819285,0.203783343,0.41213935,0.231732411,0.475761479,0.7525196,0.664397316,0.563854491,0.504484013,0.432094954,0.308735335,0.231955457,0.172344256,0.143222664,0.114740014
IL,Illinois,40.349457,-88.986137,12830632,12671821,53432,24214,0.012965316,0.012508559,0.011634753,0.011466929,0.011963132,0.01149372,0.009855389,0.011848907,0.012556963,0.01248446,0.011742646,0.011714767,0.009936261,0.011225889,0.011914819,0.012198961,0.010910184,0.01094664,0.010695952,0.011925739,0.064195505,0.080970479,0.050945714,0.060661614,0.061096731,0.074477897,0.058537052,0.080685825,0.060868078,0.072569165,0.055138514,0.069012831,0.047798252,0.060936129,0.047573344,0.058243999,0.050550789,0.062119618,0.057994146,0.075655812,0.109532381,0.155717761,0.090080647,0.119442262,0.105413941,0.144392243,0.108999727,0.163221412,0.107065766,0.146364644,0.097859862,0.137316306,0.093540369,0.130761451,0.083491447,0.112117453,0.083210316,0.113666221,0.104938536,0.151055948,0.145163282,0.222940922,0.121413437,0.17335186,0.140542752,0.211688999,0.143507961,0.227703958,0.142521182,0.214033033,0.131624537,0.198002037,0.130468167,0.197556016,0.113826856,0.162268728,0.108854687,0.160732396,0.14050776,0.217782839,0.1730395,0.280513658,0.149301633,0.226170792,0.169263558,0.272325429,0.171424102,0.284718092,0.170425863,0.273353059,0.161795379,0.256823717,0.159884708,0.256507864,0.140682485,0.211664098,0.132751761,0.206916286,0.168342323,0.276012829,0.195924173,0.332272655,0.172663765,0.274402614,0.191665437,0.323550035,0.193393135,0.333666348,0.193971382,0.326003718,0.189181778,0.314705402,0.183642187,0.308399389,0.16447112,0.25859464,0.154378596,0.251723442,0.191844818,0.328162907,0.272817405,0.531088678,0.255392204,0.481107192,0.26759362,0.523711262,0.269326921,0.531861236,0.272205141,0.534405184,0.272089144,0.53449058,0.263201631,0.511511824,0.252376607,0.473224104,0.239392138,0.453333702,0.268308323,0.528586958,0.801092605,0.704299034,0.610345408,0.537431529,0.472148216,0.34796371,0.264229837,0.200769986,0.162129521,0.134970127
NY,New York,42.165726,-74.948051,19378102,19453561,64093,32039,0.013978889,0.013426403,0.01346724,0.013270092,0.01229313,0.01169068,0.010509814,0.012387941,0.013212331,0.012885718,0.012647986,0.012410977,0.011052582,0.011753124,0.011990709,0.012223121,0.012619718,0.012421644,0.011009896,0.011987997,0.06909207,0.085281242,0.056890969,0.066637001,0.063436803,0.075510973,0.062591033,0.083433299,0.064142026,0.075523764,0.058606397,0.072004236,0.051539268,0.063416825,0.04998543,0.059878471,0.055324254,0.067612325,0.06137091,0.079123967,0.117205239,0.162256333,0.098354288,0.128183848,0.11050573,0.147355526,0.114821836,0.165265632,0.11323322,0.151568653,0.101809428,0.139094533,0.100136453,0.136662409,0.087773244,0.114461915,0.090787857,0.124052152,0.110373621,0.155460956,0.154206068,0.230494734,0.13164547,0.184612274,0.148258617,0.215739949,0.151429586,0.23236052,0.150654444,0.220590925,0.138032385,0.202149412,0.139480374,0.206493332,0.120232819,0.166370522,0.116807314,0.171407819,0.147543101,0.22322054,0.183176818,0.289731419,0.160637037,0.239009302,0.178315913,0.277649572,0.180889802,0.292081563,0.180375253,0.281530337,0.169156057,0.261296786,0.169999436,0.266035629,0.148465191,0.216120858,0.141715639,0.218958983,0.176697732,0.282202391,0.207475983,0.344138719,0.184787827,0.288852182,0.201919997,0.329549664,0.204535428,0.343348049,0.205099126,0.337011088,0.197654433,0.320718029,0.194845593,0.319105347,0.173608767,0.264856043,0.165169848,0.2659793,0.200866282,0.33489479,0.285830315,0.543273266,0.270736558,0.500060159,0.280374122,0.532807079,0.282017025,0.541476381,0.284271629,0.541071775,0.283724675,0.542079409,0.276605604,0.524719346,0.264710023,0.481775583,0.252054234,0.469521606,0.279777337,0.537085675,0.803302924,0.716759015,0.613611441,0.549896182,0.485588156,0.3591949,0.273591706,0.20553065,0.168198331,0.140359824
IA,Iowa,42.011539,-93.210526,3046355,3155070,50086,5249,0.010438837,0.009784762,0.010427314,0.010113609,0.011113149,0.010313088,0.008619302,0.010157144,0.010447704,0.009367435,0.010225716,0.009627764,0.008938513,0.008679928,0.010715843,0.010806222,0.00967111,0.008997969,0.009203306,0.009987402,0.057597529,0.06991254,0.046077863,0.052959517,0.057096226,0.066250534,0.053055598,0.068109645,0.053519421,0.061630819,0.051415272,0.060907791,0.043328008,0.050813115,0.042280321,0.048989529,0.045432073,0.053695079,0.053034746,0.06636365,0.100397114,0.137067718,0.084546665,0.108142748,0.098364853,0.131655058,0.098318851,0.138356359,0.097731702,0.129358735,0.091481653,0.121877487,0.085199486,0.112183919,0.074969509,0.094971202,0.077608409,0.103516469,0.096715201,0.133199679,0.133380462,0.195854639,0.115511635,0.159369124,0.132558348,0.193385278,0.133746416,0.203148052,0.132473071,0.193184672,0.125878171,0.181392042,0.12056413,0.175186031,0.104013418,0.140498766,0.102740069,0.147436141,0.132317112,0.195583125,0.160412755,0.250107068,0.143258639,0.210698696,0.161384171,0.251530829,0.161359108,0.258228918,0.15950907,0.246266098,0.155546698,0.235926453,0.150185933,0.229955305,0.130842097,0.186052938,0.126558025,0.190362284,0.160788493,0.253021534,0.18340281,0.299428044,0.166774692,0.257320401,0.183850109,0.300025256,0.183930236,0.304970536,0.182211829,0.295748707,0.18318226,0.291559952,0.173771984,0.2796554,0.154092675,0.228903649,0.147546589,0.232250102,0.182762566,0.301219831,0.264589313,0.497847894,0.248058897,0.455591262,0.261806356,0.49788058,0.262311249,0.502125525,0.264935408,0.502184831,0.26731785,0.509490206,0.255633842,0.478615376,0.243909634,0.439228255,0.234308436,0.429866968,0.262574124,0.502454553,0.777081352,0.678937228,0.564419025,0.516131501,0.467053312,0.347241324,0.263273547,0.196420926,0.165725147,0.141217156
ME,Maine,44.693947,-69.381927,1328361,1344212,38450,3258,0.012477118,0.012220529,0.011054657,0.010714575,0.011472564,0.011006665,0.010272528,0.011603719,0.012043583,0.01146355,0.011172875,0.011035248,0.00970346,0.010825837,0.010737529,0.011642209,0.010181307,0.010115055,0.010714415,0.011582951,0.061407035,0.076184661,0.050041027,0.059815941,0.057867297,0.069259362,0.056283657,0.076311485,0.057342673,0.066211485,0.051635564,0.061997749,0.044441825,0.056104979,0.043210883,0.05275009,0.047857481,0.057962869,0.055287315,0.072006083,0.104999501,0.14795981,0.087353742,0.115537161,0.099307264,0.133143527,0.10469573,0.154525653,0.099373861,0.131805996,0.090359659,0.121545891,0.08694701,0.119922556,0.077162384,0.101594253,0.078140549,0.107956489,0.099981382,0.140489104,0.139293012,0.210605372,0.116880368,0.163006862,0.134742989,0.19816996,0.136868493,0.214795001,0.133820117,0.193354422,0.123988059,0.179209087,0.120728611,0.177087165,0.105706634,0.148918979,0.102679091,0.149215226,0.135706608,0.205544541,0.16716759,0.267302376,0.143145428,0.210662582,0.161960577,0.253104868,0.164794864,0.27112734,0.160406819,0.24738371,0.153042254,0.233903445,0.149797884,0.233688872,0.131263534,0.194707371,0.126336582,0.192337251,0.162488289,0.258676753,0.189469991,0.316052307,0.168162852,0.262955608,0.184416969,0.301485041,0.188838674,0.323701259,0.183272933,0.296717774,0.18069242,0.292237116,0.173915584,0.284474906,0.154840641,0.238818961,0.147773703,0.233607948,0.185181204,0.307534369,0.267355958,0.509944136,0.249531528,0.462366345,0.261680887,0.503439259,0.264017522,0.515435694,0.267743984,0.512042548,0.266558401,0.514069005,0.255935171,0.4903714,0.243017596,0.444358816,0.235501733,0.436650662,0.262942107,0.507802396,0.780383736,0.696982951,0.603350313,0.516174058,0.498073367,0.345630582,0.265447182,0.200388204,0.163492979,0.143616989
ID,Idaho,44.240459,-114.478828,1567582,1792065,35467,2467,0.010305674,0.010094406,0.009505652,0.009543504,0.010772577,0.011108148,0.009967094,0.013085443,0.009924167,0.010154923,0.007997509,0.007736277,0.008307575,0.008718738,0.007595796,0.007429916,0.008252597,0.007649231,0.010103196,0.011868254,0.051549745,0.063428916,0.043703474,0.052777971,0.058175098,0.072854945,0.056955949,0.075828259,0.051853752,0.062062915,0.047074182,0.059571117,0.038771888,0.047819426,0.039317761,0.048741925,0.042952392,0.052700226,0.053749106,0.071030324,0.091861813,0.129203418,0.078245942,0.105969545,0.099625395,0.139895521,0.09959353,0.145052306,0.092838336,0.129555699,0.086844319,0.124990137,0.077412633,0.108483497,0.072273965,0.098981246,0.075885519,0.104663793,0.095629413,0.13903523,0.123862313,0.18787403,0.1089302,0.158622891,0.131246512,0.197160786,0.129465873,0.203233305,0.124934537,0.187134984,0.120547117,0.185054583,0.113692526,0.171578228,0.100061849,0.14562396,0.09949004,0.146988946,0.128265635,0.200492612,0.151159745,0.242975408,0.135593868,0.206591578,0.157031888,0.250177046,0.156648178,0.25951691,0.15150989,0.241316545,0.147784317,0.238415184,0.140032283,0.223871777,0.12546915,0.191604867,0.120882359,0.188445277,0.153647726,0.254987214,0.175886419,0.297681007,0.157383346,0.253748623,0.17962462,0.301142336,0.178046562,0.306271657,0.176131134,0.297230741,0.172639899,0.289159773,0.162560719,0.271265087,0.148599084,0.235645656,0.143357889,0.236611189,0.176602771,0.304787811,0.25889766,0.506125849,0.240255417,0.457909579,0.253152482,0.499062748,0.254040725,0.502989224,0.254686252,0.500065472,0.256059039,0.504525172,0.246804786,0.478626818,0.236883862,0.449238651,0.224683793,0.431138719,0.252406203,0.501967992,0.773284179,0.681613149,0.580712714,0.509496782,0.451375754,0.336105714,0.250374099,0.185580923,0.144896606,0.11539384
GA,Georgia,33.040619,-83.643074,9687653,10617423,43913,19595,0.011087012,0.011326011,0.01007278,0.010532963,0.010616496,0.010821809,0.009297834,0.012175742,0.010597805,0.010995063,0.010208453,0.010388356,0.008868674,0.009990898,0.009614754,0.010334519,0.009291615,0.009650341,0.009453349,0.01183291,0.056631663,0.075110635,0.044737002,0.055118571,0.055883452,0.072678166,0.054730016,0.081607345,0.053080871,0.067928026,0.049278465,0.063172051,0.042580087,0.056801182,0.041359464,0.051577697,0.044906439,0.056935956,0.053127964,0.077081754,0.097867292,0.147062968,0.078910574,0.10931252,0.096291935,0.140934137,0.098836627,0.158212763,0.095989619,0.140730693,0.087358779,0.126869641,0.08314097,0.123660745,0.072823876,0.099894801,0.074911735,0.106727334,0.096055864,0.151875492,0.13121729,0.212752998,0.107655282,0.160045378,0.12865764,0.205945471,0.131364991,0.222771775,0.12903202,0.206294463,0.118884648,0.186394961,0.116565363,0.187757375,0.10050217,0.147444727,0.098557409,0.151865746,0.128221389,0.215835276,0.157426515,0.269963603,0.132726337,0.210452363,0.15479409,0.265026306,0.15745058,0.279240809,0.155129764,0.265737725,0.147093732,0.245006802,0.143862372,0.245398106,0.124944737,0.192987919,0.11975246,0.195937171,0.153785397,0.272670486,0.179197053,0.321793386,0.154643489,0.258513785,0.175350605,0.314923806,0.178239935,0.327682145,0.176601507,0.317331155,0.172122997,0.301050228,0.1666038,0.297708193,0.14753611,0.239698275,0.140587187,0.240468629,0.175723515,0.324265089,0.252050847,0.52000476,0.233663805,0.466218844,0.246647182,0.51337246,0.247844293,0.522171481,0.250864921,0.522479068,0.250428183,0.521738252,0.241456477,0.499437104,0.230187501,0.45081859,0.219496384,0.438654095,0.24706933,0.522395138,0.789664775,0.697417478,0.599224851,0.531479696,0.474314771,0.322575101,0.244565745,0.185019502,0.149987262,0.12251806
HI,Hawaii,21.094318,-157.498337,1360301,1415872,50320,3778,0.008610917,0.008958255,0.008656753,0.009585169,0.007393968,0.007722118,0.008770853,0.013296127,0.008907303,0.009553975,0.009286682,0.009798016,0.007379259,0.008673809,0.007940389,0.008239787,0.009583906,0.010377333,0.009087382,0.01162841,0.050971856,0.068801931,0.039689766,0.050363332,0.045663468,0.05825887,0.051047335,0.075833604,0.04927136,0.06231244,0.043882134,0.059215506,0.036526747,0.048694688,0.034500073,0.04384168,0.042336067,0.057786087,0.048947117,0.071747757,0.090195674,0.135311186,0.071689453,0.099430672,0.083966705,0.122264982,0.092508977,0.146707447,0.089175792,0.126928946,0.079032273,0.117067076,0.073623859,0.105089015,0.062449332,0.085525937,0.071121611,0.108171956,0.089517213,0.139044583,0.123102916,0.196120494,0.100821623,0.149593094,0.117245886,0.185441889,0.124029479,0.206778697,0.121484486,0.190906683,0.107514308,0.166953467,0.105876011,0.16415332,0.089014929,0.1308643,0.094317622,0.153047967,0.120692585,0.198188519,0.149743626,0.254218276,0.125202078,0.19874484,0.143881847,0.241921647,0.14937249,0.261524741,0.148075234,0.246369131,0.133156239,0.218416442,0.134162848,0.220704678,0.112230534,0.171929926,0.115556141,0.194794728,0.146289311,0.253025851,0.171044801,0.303232052,0.146558205,0.244808553,0.165534114,0.289721914,0.169762536,0.308131866,0.170020995,0.29472399,0.158013553,0.269440608,0.156822128,0.272495986,0.133162927,0.212566758,0.136443536,0.24077383,0.167203101,0.300387124,0.246373319,0.499507902,0.226583837,0.441518122,0.239806364,0.486154965,0.242622511,0.498257497,0.244873512,0.497201123,0.240543402,0.483507151,0.235508014,0.470381713,0.219475578,0.417911312,0.217205203,0.4348453,0.23971494,0.493101818,0.764731271,0.684113466,0.577173619,0.500098925,0.470594792,0.321170504,0.238005838,0.173817987,0.136317242,0.113998549
AZ,Arizona,33.729759,-111.431221,6392017,7278717,38414,12687,0.010127741,0.010337935,0.008526666,0.008237254,0.009294121,0.009160056,0.009642435,0.01201218,0.009830099,0.009886917,0.009505218,0.009833932,0.008229087,0.008397685,0.009181468,0.008916493,0.009244483,0.009148495,0.010011898,0.011648739,0.055463817,0.071246573,0.042253568,0.048645635,0.053281744,0.065621615,0.054311955,0.077724116,0.053605647,0.065388832,0.04897967,0.061222007,0.039496989,0.048757477,0.04004961,0.046576189,0.045292435,0.055143859,0.053405125,0.073494959,0.097314815,0.139264355,0.077468851,0.099602555,0.09668849,0.134635496,0.100911378,0.153996668,0.098330165,0.137652185,0.088667734,0.124427914,0.080994468,0.110308664,0.072552974,0.093335408,0.075375374,0.10402164,0.097079723,0.143177856,0.131216484,0.203228043,0.10752059,0.149523977,0.131530006,0.199728703,0.133968042,0.216135947,0.132839048,0.203418175,0.121292147,0.182477862,0.116401358,0.172592511,0.101176143,0.13941239,0.099880187,0.148539785,0.130867231,0.205425008,0.160116658,0.262516224,0.134154365,0.199023296,0.158419877,0.256166384,0.161308531,0.272308869,0.160118276,0.259760663,0.150753854,0.238021975,0.145376941,0.230037841,0.125962006,0.183303678,0.122440679,0.192229797,0.158341374,0.261710212,0.183387456,0.314488658,0.156878675,0.244230164,0.180896248,0.306323287,0.183518446,0.32158498,0.183733325,0.312984964,0.176879126,0.29374713,0.16902252,0.280445474,0.149251377,0.226708889,0.143588498,0.233379386,0.181326063,0.312885642,0.263495538,0.516786392,0.242307388,0.451134817,0.258017216,0.504188246,0.260671578,0.516500038,0.26361375,0.521302554,0.26336279,0.516552603,0.251611997,0.485670282,0.23858071,0.436940357,0.226995308,0.427704537,0.260838342,0.518538072,0.785682346,0.683072013,0.575636945,0.515881489,0.457457542,0.341684288,0.254086084,0.188834783,0.15369301,0.128362773
